@relation outdoorStream

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric

@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39}

@data
0.0016545,0.0001655,0.0001655,0.0003309,0.0008273,0.0024818,0.0006618,0.0033091,0.0044672,0.0003309,0.0024818,0.020185,0.45715,0.36863,0.021013,0.014725,0.019027,0.036896,0.012905,0.0097617,0.022667,7
0.0003006,0,0.0001503,0.0001503,0,0.0021043,0.0001503,0.0010522,0.0045092,0.0025552,0.0025552,0.026755,0.46581,0.36014,0.016684,0.018187,0.018788,0.030212,0.012325,0.0084173,0.028859,7
0.0005094,0,0,0.0001273,0.0001273,0.0043296,0.000764,0.0026741,0.0076404,0.0019101,0.0015281,0.024577,0.45142,0.36126,0.017955,0.01821,0.017318,0.038202,0.013243,0.0095505,0.027633,7
0.0010566,0.000587,0.0004696,0.0003522,0.0008218,0.0039915,0.0002348,0.001174,0.0058699,0.0027002,0.0012914,0.023597,0.47922,0.3414,0.018901,0.018901,0.021484,0.029467,0.012679,0.0099789,0.025358,7
0.0008447,0.0001056,0.0002112,0.0003168,0.0006335,0.0032731,0.0007391,0.0023229,0.0062295,0.0023229,0.0031676,0.029247,0.48094,0.34706,0.017633,0.018161,0.019005,0.023651,0.012776,0.0092915,0.022067,7
0,0,0,0,0,0,0,0,0,0,0,0.0082531,0.46974,0.45598,0,0.0020633,0.02751,0.013755,0.0006878,0.0096286,0.01238,17
0,0,0,0,0,0,0,0,0,0,0,0.0057803,0.48491,0.456,0.0019268,0.0038536,0.01991,0.012203,0.0006423,0.0051381,0.0096339,17
0,0,0,0,0,0,0,0,0,0,0,0.0074799,0.46433,0.46835,0,0.0040276,0.024741,0.011508,0.0028769,0.0040276,0.012083,17
0,0,0,0,0,0,0,0,0,0,0,0.0031898,0.47262,0.46252,0.0026582,0.0026582,0.024455,0.0090377,0.0026582,0.0079745,0.012228,17
0,0,0,0,0,0,0,0,0,0,0,0.0074766,0.45608,0.46963,0.0070093,0.0060748,0.024299,0.01028,0.0023364,0.0074766,0.0093458,17
0,0,0,0,0,0,0,0,0,0,0,0.0063939,0.46078,0.46633,0.0046888,0.0068201,0.023444,0.0093777,0.0008525,0.0093777,0.011935,17
0,0,0,0,0,0.0003873,0,0,0,0,0,0.0034857,0.45933,0.46785,0.0054222,0.011619,0.02285,0.0092951,0.0007746,0.006584,0.012394,17
0,0,0,0,0,0,0,0,0,0,0.0010013,0.0080107,0.45027,0.47196,0.0076769,0.0056742,0.022363,0.010013,0.0020027,0.010013,0.011015,17
0,0,0,0,0,0.0003075,0,0,0,0,0,0.010455,0.45387,0.46864,0.0073801,0.00369,0.025523,0.01107,0.0015375,0.0076876,0.0098401,17
0,0,0,0,0,0.0002696,0,0,0,0,0.0005392,0.0064707,0.43543,0.48396,0.0091669,0.010245,0.022648,0.011593,0.0010785,0.0088973,0.0097061,17
0,0,0,0,0,0,0,0,0,0,0,0,0.27992,0.59446,0.030663,0.0009891,0.028685,0.039565,0.0029674,0.016815,0.0059347,22
0,0,0,0,0,0,0,0,0,0,0.0018332,0,0.28873,0.59945,0.021998,0.0027498,0.021082,0.046746,0.0027498,0.0064161,0.0073327,22
0,0,0,0,0,0.0008475,0,0,0,0,0.0008475,0,0.35085,0.56356,0.010169,0.0025424,0.031356,0.027966,0.0008475,0.0042373,0.0067797,22
0,0,0,0,0,0,0,0,0,0,0,0,0.37211,0.54407,0.0021676,0.0007225,0.026012,0.036127,0,0.015173,0.0036127,22
0,0,0,0,0,0,0,0,0,0,0,0,0.40376,0.51473,0,0,0.031348,0.036364,0.000627,0.010658,0.0025078,22
0,0,0,0,0,0,0,0,0,0,0,0,0.4101,0.4875,0.0014423,0,0.03125,0.047115,0.0014423,0.015385,0.0052885,22
0,0,0,0,0,0,0,0,0,0,0,0,0.45887,0.45578,0,0.0004399,0.041795,0.026837,0.0008799,0.0074791,0.0074791,22
0,0,0,0,0,0,0,0,0,0,0,0.0012666,0.462,0.4487,0.0015833,0.0006333,0.037682,0.031666,0.0003167,0.0088664,0.0072831,22
0,0,0,0,0,0,0,0,0,0,0,0.0005291,0.48307,0.42936,0.0015873,0.0018519,0.033333,0.030952,0.0021164,0.0095238,0.007672,22
0,0,0,0,0,0.0003997,0,0,0,0,0.0009992,0.0001998,0.4962,0.41986,0.011391,0.0027978,0.025979,0.026379,0.0015987,0.0075939,0.0065947,22
0,0,0,0,0,0.0005456,0,0,0.0087289,0.079651,0.046372,0,0,0.497,0.36552,0.0016367,0,0.0005456,0,0,0,11
0,0,0,0,0,0.0014771,0,0,0.0049237,0.073363,0.045298,0,0,0.484,0.38996,0.0004924,0,0.0004924,0,0,0,11
0,0,0,0,0,0.0017986,0,0,0.0085432,0.098471,0.049011,0,0,0.4393,0.40243,0,0,0.0004496,0,0,0,11
0,0,0,0,0,0.001632,0,0,0.0081599,0.11587,0.050592,0.000408,0,0.43696,0.38556,0.000816,0,0,0,0,0,11
0,0,0,0,0,0.0011095,0,0,0.011834,0.14386,0.052515,0,0,0.40569,0.38314,0.0007396,0,0.0007396,0.0003698,0,0,11
0,0,0,0,0,0.0011017,0,0,0.01065,0.15718,0.066838,0,0,0.3632,0.39919,0.0007345,0,0.0011017,0,0,0,11
0,0,0,0,0,0.0019672,0,0,0.012131,0.16066,0.060656,0,0,0.34557,0.41869,0.0003279,0,0,0,0,0,11
0,0,0,0,0,0.0021552,0,0,0.0064655,0.21952,0.067734,0,0,0.33159,0.37161,0.0006158,0,0.0003079,0,0,0,11
0,0,0,0,0,0.0017311,0,0,0.0092325,0.22504,0.062608,0,0,0.32545,0.37392,0.0014426,0,0.000577,0,0,0,11
0,0,0,0,0,0.0024931,0,0,0.012188,0.23324,0.060665,0,0,0.30249,0.3867,0.001108,0,0.001108,0,0,0,11
0.0011952,0.0002988,0,0,9.96e-05,0.0067729,0.0005976,0.00249,0.0071713,0.029681,0.033167,9.96e-05,0.0086653,0.54801,0.29193,0.0028884,0.0020916,0.034462,0.0054781,0.0084661,0.015737,28
9.67e-05,0.0002901,0,0,0.0001934,0.0082181,0.0001934,0.0012569,0.0087015,0.03529,0.043604,0.0007735,0.014696,0.52412,0.30165,0.0030939,0.0044475,0.025911,0.0029005,0.0063811,0.017693,28
0.0005799,0.0001657,0.0002485,0,8.28e-05,0.0053015,0.0005799,0.0022366,0.010769,0.037193,0.041584,0.0002485,0.0075381,0.53612,0.29821,0.0038933,0.0020709,0.029655,0.0020709,0.0067926,0.014331,28
0.000491,0,0.0001637,0.000491,0.0007365,0.0085925,0,0.0015548,0.010393,0.041817,0.045172,0.000491,0.0062193,0.52054,0.3243,0.0032733,0.0015548,0.016858,0.0031915,0.0032733,0.010638,28
0.0011371,0.0003032,0.0003032,7.58e-05,0.0002274,0.0070497,0.000379,0.0031837,0.011977,0.043966,0.045785,0.0004548,0.0090206,0.51448,0.32194,0.0023499,0.0020467,0.016753,0.0018951,0.0046998,0.011749,28
0.0004107,0.0001369,0.0006846,6.85e-05,0.0002054,0.0070509,0.0001369,0.0009584,0.0102,0.036829,0.042443,0.0001369,0.011501,0.51376,0.31147,0.0029436,0.0043812,0.032106,0.0024644,0.0071878,0.014444,28
0.0006016,0,0.0001337,0.0001337,0.0002005,0.0063498,0.0001337,0.0014036,0.01417,0.0512,0.048192,0.0006684,0.0068177,0.50491,0.31315,0.0030747,0.0025399,0.023728,0.0028741,0.0061493,0.013168,28
0.0006994,0.0005722,0.0001907,0.0001272,6.36e-05,0.0073118,6.36e-05,0.001208,0.015196,0.047177,0.048894,0.000763,0.0096643,0.48595,0.33914,0.0036241,0.0025432,0.018566,0.0022889,0.0041963,0.011445,28
0.0001815,0,0,0.0001815,6.05e-05,0.0064141,6.05e-05,0.0004841,0.013191,0.045443,0.050042,0.0003631,0.0095002,0.47235,0.35314,0.0030255,0.0041147,0.019363,0.0013917,0.0061116,0.01422,28
0.0009722,0.000162,5.4e-05,0,0.000162,0.0057791,0.0008102,0.0021604,0.01334,0.048015,0.050392,0.0014583,0.015069,0.44035,0.36338,0.0032406,0.0066973,0.023873,0.0027005,0.0083176,0.012963,28
0,0,0,0,0,0,0,0.0093227,0.032344,0,0,0,0.026636,0.92142,0.0068493,0,0,0.0019026,0.0013318,0,0,38
0,0,0,0,0,0,0,0.0096889,0.042665,0,0,0,0.029577,0.90787,0.0057794,0,0,0.0025497,0.0013599,0.00017,0.00034,38
0,0,0,0,0,0,0,0.0085519,0.039624,0,0,0,0.044755,0.89709,0.0058438,0,0,0.0034208,0.0007127,0,0,38
0,0,0,0,0,0,0,0.011203,0.027568,0,0,0,0.052115,0.89829,0.0091893,0,0,0.0008812,0.0007553,0,0,38
0,0,0,0,0,0,0,0.0060016,0.033179,0,0,0,0.040199,0.91281,0.0069075,0.0001132,0,0.0007927,0,0,0,38
0,0,0,0,0,0,0,0.008702,0.037605,0,0,0,0.037294,0.90915,0.0060085,0,0,0.0006216,0.0006216,0,0,38
0,0,0,0,0,0,0,0.0059073,0.03046,0,0,0,0.021599,0.93419,0.0071073,0,0,0.0005538,0.0001846,0,0,38
0,0,0,0,0,0,0,0.0055041,0.027771,0.0001668,8.34e-05,0,0.02185,0.92603,0.017263,8.34e-05,0,0.0006672,0.0005838,0,0,38
0.0001494,0,0,0,0,7.47e-05,0,0.0029139,0.011805,0,0.0002241,0.0002989,0.01457,0.91699,0.031754,0.0002241,0.0011955,0.0068739,0.0014943,0.0023909,0.0089659,38
0,0,0,0,0,0,0,0.0029945,0.01632,0,0,0,0.0095823,0.95838,0.010331,0,0,0.0018715,0.000524,0,0,38
0.0010846,0,0.0008134,0,0,0.0043384,0,0.0035249,0.005423,0.0016269,0.0092191,0,0.0043384,0.47912,0.46367,0.0016269,0.0013557,0.011931,0.0024403,0.001898,0.007321,28
0.0002607,0.0005214,0,0,0,0.0010428,0.0007821,0.0033889,0.0002607,0.0028676,0.0091241,0,0.0007821,0.50339,0.46376,0.0010428,0,0.0054745,0.0026069,0.0007821,0.0039103,28
0.0004586,0,0,0,0,0.0009172,0,0.0013758,0.0006879,0.0027517,0.0094015,0.0004586,0.0036689,0.47512,0.47558,0.0036689,0.0041275,0.0066499,0.0032103,0.0032103,0.008255,28
0,0,0,0,0,0.0002315,0,0,0,0,0.0064815,0,0,0.51667,0.47546,0.0011574,0,0,0,0,0,28
0,0,0.00098,0.001176,0.000588,0.002548,0,0,0.003332,0.002744,0.010388,0.000196,0.00392,0.48197,0.47668,0.001176,0.000588,0.005488,0.002156,0.001176,0.004704,28
0.0015921,0.0005307,0,0,0.0001769,0.0015921,0,0.0040686,0.0042455,0.0049531,0.013975,0.0008845,0.0042455,0.44348,0.50398,0.0012383,0.0014152,0.0058376,0.0019459,0.0007076,0.00513,28
0,0,0,0,0.0001639,0.0018027,0,0,0.0011472,0.0088496,0.012783,0.0003278,0.0050803,0.44313,0.50524,0.0018027,0.0050803,0.0052442,0.0011472,0.0018027,0.0063913,28
0.000148,0.000148,0.0004439,0.0002959,0.000148,0.0014795,0.000148,0.0023672,0.0023672,0.005918,0.013759,0,0.0044385,0.4116,0.54461,0.0005918,0.0008877,0.0053262,0.0005918,0.0010357,0.0036988,28
0,0,0,0,0,0.002917,0,0,0.0005304,0.005171,0.016839,0.0002652,0.0026518,0.40427,0.55516,0.002917,0.000663,0.0030496,0.0017237,0.0010607,0.0026518,28
0.0001164,0,0,0,0,0.0030264,0.0001164,0.0003492,0.0016296,0.012688,0.015132,0,0.002328,0.43115,0.52194,0.0018624,0.0003492,0.0048888,0.0013968,0.0004656,0.0025608,28
0,0,0,0,0.0015251,0.018536,0,0,0.0084467,0.088925,0.08916,0.0002346,0,0.32039,0.46997,0.0016424,0,0.0008212,0.0002346,0,0.0001173,13
0,0,0,0.000812,0.0026391,0.019691,0,0,0.0085262,0.076634,0.083029,0.0003045,0.0001015,0.31659,0.48823,0.001624,0.0001015,0.001218,0.0003045,0.0001015,0.0001015,13
0,0,0,0.000176,0.0021995,0.018036,0,0,0.012053,0.077512,0.081207,0.000176,0,0.31374,0.49208,0.0012317,0,0.0010558,0.0005279,0,0,13
0,0,0,0.0001576,0.0008669,0.016786,0,0,0.010245,0.075814,0.081409,0.000394,0,0.2975,0.51438,0.0017338,0,0.0005517,0.0001576,0,0,13
0,0,0.0006406,0.0014236,0.0015659,0.019076,0,0,0.0096804,0.065414,0.080148,0.0002135,0,0.30187,0.51669,0.0019218,0,0.0009253,0.0001424,0.0001424,0.0001424,13
0,6.32e-05,0.0004423,0.0004423,0.0019587,0.015038,0,0,0.0093511,0.07026,0.082138,0.0003159,0,0.30379,0.51336,0.0018323,0,0.0005686,0.0004423,0,0,13
0,0,0.0002233,0.0010607,0.0012282,0.01591,0,0,0.0089879,0.072182,0.087143,0.0002791,0.0001675,0.28549,0.52476,0.0017306,0,0.0006141,0.0001675,5.58e-05,0,13
0,0,0.0001971,0.0009363,0.0026119,0.016706,0,0,0.0085255,0.084713,0.10157,0.0004435,0.0001971,0.23595,0.54396,0.001577,0,0.0018727,0.0004928,0.0001478,9.86e-05,13
0,0,0.0002269,0.0010891,0.0023597,0.018378,0,0,0.0091664,0.091346,0.11535,0.0002723,0,0.20293,0.55607,0.0015882,0,0.0010437,0.0001361,0,4.54e-05,13
0,0,0.0001234,0.0012339,0.0034959,0.017891,0,8.23e-05,0.0081435,0.090277,0.11701,0.0001234,4.11e-05,0.19544,0.56326,0.0019742,4.11e-05,0.0005347,0.0001645,4.11e-05,0.0001234,13
0,0,0,0,0,0,0,0.0065975,0.012253,0,0.0004713,0,0.088596,0.8869,0.0004713,0,0.0014138,0.0028275,0,0.0004713,0,29
0,0,0,0,0,0,0,0.010738,0.020134,0,0,0,0.095302,0.87025,0.0013423,0,0.0004474,0.0008949,0.0004474,0.0004474,0,29
0,0,0,0,0,0.0008292,0,0.0033167,0.019486,0,0,0.0008292,0.062189,0.90506,0.0062189,0,0.0008292,0.0012438,0,0,0,29
0,0,0,0,0,0,0,0.010931,0.016599,0,0,0.0004049,0.081377,0.88623,0.0008097,0.0004049,0,0.0020243,0.0008097,0.0004049,0,29
0,0,0,0,0,0,0,0.0019246,0.0057737,0,0,0,0.091224,0.89223,0.0026944,0,0.0011547,0.004234,0.0007698,0,0,29
0,0,0,0,0,0,0,0.01242,0.015259,0,0,0.0017743,0.06423,0.90028,0.0021292,0.0003549,0,0.0031938,0.0003549,0,0,29
0,0,0,0,0,0,0,0.0031319,0.026934,0,0,0.0009396,0.073598,0.88882,0.0018791,0,0.0012527,0.0021923,0.0003132,0,0.0009396,29
0,0,0,0,0,0,0,0.0034296,0.030866,0,0.0008574,0.0048585,0.060017,0.88968,0.0071449,0,0.0002858,0.0020006,0,0.0005716,0.0002858,29
0,0,0,0,0,0,0.0002558,0.0061381,0.011253,0,0.0002558,0.0051151,0.069054,0.89974,0.0030691,0,0.0017903,0.0025575,0.0002558,0.0002558,0.0002558,29
0,0,0,0,0,0.0002345,0,0.0004689,0.0067995,0,0.0002345,0.010082,0.052052,0.92192,0.0042204,0,0.0009379,0.0016413,0.0002345,0.0011723,0,29
0,0,0,0,0,0.0025602,0,0,0.0025602,0.086022,0.086533,0,0,0.29084,0.53047,0.0010241,0,0,0,0,0,26
0,0,0,0,0,0.002474,0,0,0.0004948,0.08956,0.095992,0,0,0.26126,0.54973,0.0004948,0,0,0,0,0,26
0,0,0,0,0,0.003668,0,0,0.003668,0.096745,0.091243,0,0,0.26227,0.54149,0.000917,0,0,0,0,0,26
0,0,0,0,0,0.002563,0,0,0.0017087,0.095686,0.094404,0,0,0.25587,0.54891,0.0008543,0,0,0,0,0,26
0,0,0,0,0,0.0019826,0,0,0.0011895,0.099921,0.099921,0.0003965,0,0.25258,0.54203,0.0019826,0,0,0,0,0,26
0,0,0,0,0,0.0028329,0,0,0.0010623,0.098088,0.10128,0,0,0.25142,0.54533,0,0,0,0,0,0,26
0,0,0,0,0,0.0040241,0,0,0.0012575,0.13707,0.13732,0,0,0.22158,0.49698,0.0017606,0,0,0,0,0,26
0,0,0,0,0,0.0038663,0,0,0.0027291,0.13532,0.15784,0,0,0.21287,0.48647,0.0009097,0,0,0,0,0,26
0,0,0,0,0,0.0041434,0,0,0.0022788,0.12202,0.1821,0,0,0.21504,0.47255,0.0008287,0,0.0010358,0,0,0,26
0,0,0,0,0,0.0059513,0,0,0.0017504,0.10817,0.202,0,0,0.23595,0.44565,0.0005251,0,0,0,0,0,26
0,0,0,0,0,0,0,0.0024839,0.017387,0,0,0.025335,0.3845,0.48833,0,0.011426,0.042225,0.0049677,0.0009935,0.014406,0.0079483,17
0,0,0,0,0,0,0,0.0071749,0.016144,0,0,0.028251,0.38072,0.48341,0,0.013453,0.039462,0.009417,0.0017937,0.009417,0.010314,17
0,0,0,0,0,0,0,0.001675,0.014657,0,0,0.041876,0.35804,0.49162,0.0004188,0.023451,0.032245,0.011725,0.0020938,0.010469,0.011725,17
0,0,0,0,0,0,0,0.0037161,0.0096618,0,0,0.037904,0.34783,0.50539,0.0003716,0.024898,0.034931,0.010777,0.0014864,0.013006,0.010033,17
0,0,0,0,0,0,0,0.006338,0.01338,0,0,0.041901,0.34577,0.50211,0,0.01831,0.041901,0.0059859,0.0017606,0.013028,0.009507,17
0,0,0,0,0,0,0,0.003736,0.019303,0,0,0.045766,0.31382,0.51121,0,0.033313,0.037983,0.0077833,0.00467,0.011208,0.010897,17
0,0,0,0,0,0,0,0.0014335,0.0074541,0,0,0.039277,0.29817,0.54415,0.0005734,0.041571,0.030963,0.010894,0.0048739,0.009461,0.010894,17
0,0,0,0,0,0,0,0.0048531,0.020434,0,0,0.041635,0.29911,0.52363,0.0002554,0.044189,0.031162,0.0081737,0.0038314,0.0094508,0.012771,17
0,0,0,0,0,0,0,0.0022701,0.018615,0,0,0.053575,0.27355,0.53871,0,0.046084,0.026107,0.010897,0.0065834,0.010216,0.013394,17
0,0,0,0,0,0,0,0.0037438,0.019113,0,0,0.051034,0.25833,0.53655,0,0.051626,0.030739,0.0082759,0.010246,0.013399,0.016946,17
0,0,0,0,0,0,0,0,0,0,0.0037807,0,0,0.067108,0.92911,0,0,0,0,0,0,19
0,0,0,0,0,0,0,0,0,0,0.0080429,0,0,0.052726,0.93923,0,0,0,0,0,0,19
0,0,0,0,0,0,0,0,0,0,0.0054475,0,0,0.056031,0.93697,0.0015564,0,0,0,0,0,19
0,0,0,0,0,0,0,0,0,0.0095168,0.012445,0,0,0.060029,0.91801,0,0,0,0,0,0,19
0,0,0,0,0,0,0,0,0,0,0.0080863,0,0,0.070081,0.92183,0,0,0,0,0,0,19
0,0,0,0,0,0,0,0,0,0.010532,0.010005,0,0,0.077409,0.90047,0.0015798,0,0,0,0,0,19
0,0,0,0,0,0,0,0,0.0004677,0.012161,0.01637,0,0,0.086062,0.88447,0.0004677,0,0,0,0,0,19
0,0,0,0,0,0.0015994,0,0,0,0.015194,0.014794,0,0,0.092763,0.87445,0.0011995,0,0,0,0,0,19
0,0,0,0,0,0.0037994,0,0,0,0.017857,0.015577,0,0,0.067629,0.89514,0,0,0,0,0,0,19
0,0,0,0,0,0.0023593,0,0,0,0.0182,0.018874,0,0,0.065049,0.89282,0.0013482,0,0.0010111,0.000337,0,0,19
0,0,0,0,0,0,0,0,0.0070859,0,0,0.0017715,0.74136,0.21834,0.0013286,0.0013286,0.0048716,0.010629,0.0022143,0.0057573,0.0053144,3
0,0,0,0,0,0,0,0.0007971,0.0083699,0,0,0.0031885,0.7509,0.20805,0.0031885,0.0007971,0.0019928,0.01395,0.0003986,0.0035871,0.0043842,3
0,0,0,0,0,0,0,0.0006863,0.0003432,0,0,0.0013727,0.76561,0.19801,0.0003432,0.0017159,0.0058339,0.01407,0.0017159,0.0054907,0.0048044,3
0,0,0,0,0,0,0,0.0012407,0.005273,0,0,0.0006203,0.76706,0.19138,0.0027916,0.0024814,0.0062035,0.010856,0.0012407,0.005273,0.005273,3
0,0.0002871,0,0,0,0.0005742,0,0.0020098,0.008039,0.0002871,0.0005742,0.002584,0.76601,0.19064,0.0017227,0.0014355,0.002584,0.013781,0.0011484,0.0031582,0.0048808,3
0,0,0,0,0,0,0,0.0033121,0.0081529,0,0,0.0010191,0.76102,0.1893,0.0048408,0.0007643,0.0053503,0.013503,0.0010191,0.0056051,0.0061146,3
0,0,0,0,0,0,0,0.0016556,0.0070956,0,0,0.0016556,0.77483,0.17975,0.0011826,0.0023652,0.0030747,0.01561,0.0002365,0.0047304,0.0075686,3
0,0,0,0,0,0,0,0,0.0080099,0,0.0004108,0.0022592,0.78907,0.16698,0.0024646,0.0004108,0.0032861,0.014787,0.0004108,0.0063668,0.0053399,3
0,0,0,0,0,0.0001822,0,0.0014577,0.010751,0,0.0001822,0.0018222,0.80284,0.15106,0.0060131,0.0005466,0.0030977,0.012209,0.0007289,0.0047376,0.004191,3
0,0,0,0,0,0.0001487,0,0,0.011598,0.0001487,0.0004461,0.0025279,0.80892,0.13651,0.0040149,0.0013383,0.0052045,0.016654,0.0010409,0.0060967,0.0050558,3
0.0003155,0,0,0,0,0.0012618,0,0.0044164,0.0037855,0.0006309,0.0009464,0,0.13502,0.73502,0.0059937,0.0025237,0.048896,0.033754,0.0041009,0.0094637,0.012618,21
0.0008364,0.0011151,0.0002788,0.0005576,0.0002788,0.0016727,0.0005576,0.0047393,0.0083635,0.0002788,0.0013939,0.0005576,0.12211,0.72902,0.0094787,0.0086423,0.060775,0.025091,0.003903,0.010594,0.0094787,21
0,0,0,0,0,0,0,0.0011217,0.0036455,0,0.0002804,0,0.14218,0.75519,0.0008413,0.0075715,0.059731,0.014021,0.001963,0.010937,0.0025238,21
0.0013141,0.000876,0,0,0,0.000219,0,0.013141,0.0087604,0,0.000438,0.000219,0.14039,0.71682,0.0065703,0.0050372,0.064389,0.017521,0.0035042,0.01117,0.0091984,21
0.0009593,0.0001919,0,0,0,0.0005756,0.0003837,0.010936,0.016309,0,0.0003837,0.0005756,0.13814,0.71067,0.0034536,0.0095932,0.059094,0.022065,0.002878,0.011128,0.011896,21
0.0034252,0.0009786,0.0001631,0,0,0.0006524,0,0.014516,0.0053825,0,0.0008155,0.0004893,0.13032,0.71864,0.0040776,0.011417,0.062469,0.024466,0.0019573,0.010765,0.0094601,21
0.0002805,0,0,0,0,0.0002805,0.0005611,0.011502,0.0072942,0,0.0002805,0.0007014,0.14125,0.70347,0.0026652,0.016692,0.064525,0.021041,0.004629,0.012204,0.012344,21
0.0014328,0.0008358,0,0.0001194,0.0001194,0.0013134,0,0.012179,0.015164,0.0007164,0.000597,0.0003582,0.14424,0.68609,0.0048955,0.01803,0.065552,0.021254,0.0041791,0.014448,0.0081194,21
0.0007537,0.0005384,0,0,0,0.0008614,0,0.0059223,0.010552,0.0006461,0.0004307,0,0.14709,0.70163,0.0067837,0.015506,0.073113,0.013352,0.003661,0.010983,0.0080758,21
0.0006886,0.0003935,0.0001967,9.84e-05,0,0,0.0003935,0.0057053,0.0084596,9.84e-05,9.84e-05,0.0003935,0.16112,0.68641,0.0033445,0.015247,0.082333,0.015542,0.0032461,0.0090498,0.0069841,21
0,0,0,0,0.021388,0.055871,0,0,0.0096028,0.17503,0.44129,0.0026189,0.0039284,0.16412,0.079878,0.0013095,0.0021825,0.030991,0.000873,0.0061109,0.0048014,24
0,0,0,0,0.02094,0.049388,0,0,0.012643,0.15843,0.44212,0,0.0047412,0.1774,0.087712,0.0003951,0.0023706,0.029237,0.0031608,0.0059265,0.0055314,24
0,0,0,0,0.020276,0.035375,0,0,0.0094909,0.17688,0.49439,0.0004314,0.0056083,0.10613,0.12813,0.0025884,0.0008628,0.012511,0.0017256,0.0025884,0.0030198,24
0,0,0,0,0.012394,0.026336,0,0,0.010844,0.20139,0.45778,0,0.003873,0.13594,0.11851,0.0011619,0.0015492,0.016654,0.0015492,0.0046476,0.0073586,24
0,0,0,0,0.013519,0.031286,0,0,0.0081112,0.21089,0.48204,0.0003862,0.0011587,0.10854,0.13017,0.0023175,0,0.0069525,0.0027037,0.0011587,0.0003862,24
0,0,0,0,0.0084034,0.021008,0,0,0.013655,0.22164,0.48845,0.0003501,0.0007003,0.10224,0.1306,0.0014006,0.0003501,0.0077031,0.0007003,0.0014006,0.0014006,24
0,0,0,0,0.0016932,0.013546,0,0,0.011175,0.24247,0.45886,0.0003386,0.003725,0.10261,0.14291,0.0013546,0.0020318,0.0094819,0.0006773,0.0030477,0.0060955,24
0,0,0,0.0003164,0.0018981,0.009807,0,0.0003164,0.008858,0.25751,0.41443,0.0006327,0.0012654,0.12749,0.15944,0.0015818,0.0003164,0.008858,0.0012654,0.0022145,0.0034799,24
0,0,0,0,0.0018056,0.011736,0,0,0.0087271,0.29281,0.36684,0.0006019,0.0054168,0.11104,0.17815,0.0009028,0.0027084,0.0096299,0.0003009,0.004514,0.0042131,24
0,0,0,0,0.0002658,0.0085061,0,0,0.0082403,0.29133,0.32695,0,0.0034556,0.12759,0.2092,0.0013291,0.0045189,0.012493,0.0015949,0.0021265,0.0023923,24
0,0,0,0,0,0.017159,0,0,0.02059,0.09952,0.37886,0,0,0.28483,0.186,0.0027454,0,0.0082361,0.0017159,0.0003432,0,24
0,0,0,0.0003476,0.004171,0.016684,0,0,0.015989,0.10775,0.38651,0,0,0.26312,0.19673,0.0003476,0,0.0066041,0.0003476,0.0006952,0.0006952,24
0,0,0,0.0010017,0.0013356,0.016027,0,0,0.020033,0.10451,0.38932,0.0010017,0.0013356,0.26578,0.19299,0.0010017,0,0.0040067,0.0010017,0.0003339,0,24
0,0,0,0.0025884,0.001438,0.018119,0,0,0.02761,0.10641,0.34599,0.0002876,0.0002876,0.29019,0.19356,0.0020132,0,0.0074777,0.002876,0.0005752,0.0002876,24
0,0,0,0,0.0047365,0.020426,0,0,0.021018,0.11664,0.37389,0.000296,0,0.26317,0.18887,0.0014802,0,0.0079929,0.0005921,0.000296,0.0005921,24
0,0,0,0.0002801,0.0011204,0.017367,0,0,0.022129,0.11961,0.37311,0.0002801,0,0.2535,0.20336,0.0011204,0,0.0058824,0.0019608,0,0.0002801,24
0,0,0,0,0.0023218,0.021361,0,0,0.022754,0.10146,0.3355,0.0006965,0,0.30323,0.20339,0.002554,0,0.005108,0.0013931,0.0002322,0,24
0,0,0,0.0002171,0.001954,0.020191,0,0.0004342,0.024316,0.099435,0.335,0.0006513,0.0010855,0.29831,0.20343,0.0036908,0,0.008033,0.0015198,0.0004342,0.0013026,24
0,0,0,0,0.0025917,0.017943,0,0,0.01555,0.097887,0.33194,0.0007974,0,0.29506,0.22329,0.0017943,0,0.0091707,0.0033892,0.0001994,0.0001994,24
0,0,0.0006418,0.0004814,0.0014442,0.01733,0,0.0001605,0.018132,0.098203,0.31226,0.0006418,0.0012837,0.30456,0.22737,0.0019255,0,0.012356,0.0025674,0.0001605,0.0004814,24
0.0009217,0,0,0,0,0.0003072,0.0009217,0.0021505,0.0003072,0,0.0009217,0.0021505,0.097081,0.58218,0.0033794,0.0043011,0.07404,0.050999,0.0070661,0.078034,0.094624,37
0,0,0.000267,0,0,0.000267,0.0008011,0.0010681,0.0008011,0,0.000267,0.0013351,0.094793,0.57009,0.0032043,0.0050734,0.085447,0.065154,0.0088117,0.068625,0.09239,37
